IMPLEMENTATION,NUM_THREADS,TIME(s)
OMP,1,2.124734
OMP,2,1.1348420000000001
OMP,4,0.6191511999999999
OMP,8,0.5602503999999999
OMP,12,0.35330300000000003
OMP,16,1.17384
pthreads,1,2.448468
pthreads,2,1.4146260000000002
pthreads,4,1.1536300000000002
pthreads,8,1.922368
pthreads,12,2.7108339999999997
pthreads,16,3.958742
sequential,1,2.27855
